quest_id,item_id,item_name,rarity,required_level,class,slot,item_power,unique_effect,set_name,set_bonus_progression,trade_rule,upgrade_rule
SW-PG-001,G-SW-001,Revision Sovereign Armament of the Sky Wardens,Godly,40,Protocol Weaver,Weapon,1044,Godly active: converts a 100-hit combo into a class-specific skystrike that scales with revision mastery.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-002,G-SW-002,Axiom Helmet of the Dawnshield Covenant,Godly,40,Protocol Weaver,Helmet,1020,Godly passive: reveals elite tells earlier and preserves class resource when reacting to axiom mechanics.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-003,G-SW-003,Syntax Chest of the Dawnshield Covenant,Godly,40,Protocol Weaver,Chest,1036,Godly passive: grants a post-boss over-shield when class identity mechanics trigger under pressure.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-004,G-SW-004,Omniscience Gauntlets of the Dawnshield Covenant,Godly,40,Protocol Weaver,Gauntlets,1025,Godly passive: perfect counters add a stacking omniscience mark that increases finisher force.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-005,G-SW-005,Schema Boots of the Dawnshield Covenant,Godly,40,Protocol Weaver,Boots,1020,"Godly passive: vault, dash, or brace actions create a brief aerial wake usable for combo continuation.",Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-006,G-SW-006,Red Pen Ring of the Dawnshield Covenant,Godly,40,Protocol Weaver,Ring,1017,"Godly passive: once per encounter, prevents a lethal combo break and restores class resource.",Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-007,G-SW-007,Law Amulet of the Dawnshield Covenant,Godly,40,Protocol Weaver,Amulet,1032,Godly passive: doubles the first elite-control effect landed after entering a special event or dungeon room.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-008,G-SW-008,Paradox Cloak of the Dawnshield Covenant,Godly,40,Protocol Weaver,Cloak,1027,"Godly passive: while airborne or braced, converts incoming hazard pressure into class resource.",Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-009,G-SW-009,Aether Relic of the Dawnshield Covenant,Godly,40,Protocol Weaver,Relic,1047,Godly active: summons a Sky Warden support echo that performs the class signature control pattern.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-010,G-SW-010,EPI Prime Instrument of the Sky Wardens,Godly,40,Protocol Weaver,Class Tool,1063,Godly capstone: completes the 10-piece class set and unlocks the Sky Warden oath visual transformation.,Sky Warden Godly Covenant - Protocol Weaver,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-011,G-SW-011,Omega Sovereign Armament of the Sky Wardens,Godly,40,Apex Mutator,Weapon,1047,Godly active: converts a 100-hit combo into a class-specific skystrike that scales with omega mastery.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-012,G-SW-012,Genome Helmet of the Dawnshield Covenant,Godly,40,Apex Mutator,Helmet,1023,Godly passive: reveals elite tells earlier and preserves class resource when reacting to genome mechanics.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-013,G-SW-013,Chimera Chest of the Dawnshield Covenant,Godly,40,Apex Mutator,Chest,1039,Godly passive: grants a post-boss over-shield when class identity mechanics trigger under pressure.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-014,G-SW-014,Evolution Gauntlets of the Dawnshield Covenant,Godly,40,Apex Mutator,Gauntlets,1028,Godly passive: perfect counters add a stacking evolution mark that increases finisher force.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-015,G-SW-015,Carapace Boots of the Dawnshield Covenant,Godly,40,Apex Mutator,Boots,1023,"Godly passive: vault, dash, or brace actions create a brief aerial wake usable for combo continuation.",Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-016,G-SW-016,Fang Ring of the Dawnshield Covenant,Godly,40,Apex Mutator,Ring,1020,"Godly passive: once per encounter, prevents a lethal combo break and restores class resource.",Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-017,G-SW-017,Catalyst Amulet of the Dawnshield Covenant,Godly,40,Apex Mutator,Amulet,1035,Godly passive: doubles the first elite-control effect landed after entering a special event or dungeon room.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-018,G-SW-018,Apex Cloak of the Dawnshield Covenant,Godly,40,Apex Mutator,Cloak,1030,"Godly passive: while airborne or braced, converts incoming hazard pressure into class resource.",Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-019,G-SW-019,Data-Beast Relic of the Dawnshield Covenant,Godly,40,Apex Mutator,Relic,1050,Godly active: summons a Sky Warden support echo that performs the class signature control pattern.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-020,G-SW-020,Ascendancy Prime Instrument of the Sky Wardens,Godly,40,Apex Mutator,Class Tool,1066,Godly capstone: completes the 10-piece class set and unlocks the Sky Warden oath visual transformation.,Sky Warden Godly Covenant - Apex Mutator,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-021,G-SW-021,Bass Sovereign Armament of the Sky Wardens,Godly,40,Resonant,Weapon,1050,Godly active: converts a 100-hit combo into a class-specific skystrike that scales with bass mastery.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-022,G-SW-022,Tempo Helmet of the Dawnshield Covenant,Godly,40,Resonant,Helmet,1026,Godly passive: reveals elite tells earlier and preserves class resource when reacting to tempo mechanics.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-023,G-SW-023,Echo Chest of the Dawnshield Covenant,Godly,40,Resonant,Chest,1042,Godly passive: grants a post-boss over-shield when class identity mechanics trigger under pressure.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-024,G-SW-024,Frequency Gauntlets of the Dawnshield Covenant,Godly,40,Resonant,Gauntlets,1031,Godly passive: perfect counters add a stacking frequency mark that increases finisher force.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-025,G-SW-025,Metronome Boots of the Dawnshield Covenant,Godly,40,Resonant,Boots,1026,"Godly passive: vault, dash, or brace actions create a brief aerial wake usable for combo continuation.",Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-026,G-SW-026,Sub-Harmonic Ring of the Dawnshield Covenant,Godly,40,Resonant,Ring,1023,"Godly passive: once per encounter, prevents a lethal combo break and restores class resource.",Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-027,G-SW-027,Chord Amulet of the Dawnshield Covenant,Godly,40,Resonant,Amulet,1038,Godly passive: doubles the first elite-control effect landed after entering a special event or dungeon room.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-028,G-SW-028,Soundscape Cloak of the Dawnshield Covenant,Godly,40,Resonant,Cloak,1033,"Godly passive: while airborne or braced, converts incoming hazard pressure into class resource.",Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-029,G-SW-029,Festival Relic of the Dawnshield Covenant,Godly,40,Resonant,Relic,1053,Godly active: summons a Sky Warden support echo that performs the class signature control pattern.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-030,G-SW-030,Resonance Prime Instrument of the Sky Wardens,Godly,40,Resonant,Class Tool,1069,Godly capstone: completes the 10-piece class set and unlocks the Sky Warden oath visual transformation.,Sky Warden Godly Covenant - Resonant,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-031,G-SW-031,Hound Sovereign Armament of the Sky Wardens,Godly,40,Packmaster,Weapon,1053,Godly active: converts a 100-hit combo into a class-specific skystrike that scales with hound mastery.,Sky Warden Godly Covenant - Packmaster,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-032,G-SW-032,Alpha Helmet of the Dawnshield Covenant,Godly,40,Packmaster,Helmet,1029,Godly passive: reveals elite tells earlier and preserves class resource when reacting to alpha mechanics.,Sky Warden Godly Covenant - Packmaster,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
SW-PG-033,G-SW-033,Pack Chest of the Dawnshield Covenant,Godly,40,Packmaster,Chest,1045,Godly passive: grants a post-boss over-shield when class identity mechanics trigger under pressure.,Sky Warden Godly Covenant - Packmaster,"2-piece: +5% resource generation during postgame Sky Warden content. | 4-piece: first perfect parry/counter/vault in each combat room grants immunity to combo decay for 3 seconds. | 6-piece: class-specific mobility skill leaves a Dawnshield afterimage that taunts, tethers, chills, or staggers depending on class. | 8-piece: Godly skills gain a small cooldown refund after elite kills. | 10-piece: unlocks the full Sky Warden Covenant form for this class; purely postgame Godly power, no XP boost.",Account-bound on acquisition; no auction sale; cannot be vendored; cosmetic transmog unlocked account-wide.,May be cosmetically attuned only; power rolls are fixed to protect postgame balance.
