quest_id,subquest_number,objective
SW-PG-034,3,"Push into Aerie Kennel Deck and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-034,4,"Confront an operative, construct, or lieutenant-proxy from The Leash-Cutter Lodge, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-034,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Latch Gauntlets of the Dawnshield Covenant."
SW-PG-035,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Leash-Cutter Lodge under Handler-Magister Korr Veyth."
SW-PG-035,2,"Enter Aerie Kennel Deck, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the anti-pack sigils that turn loyal escorts into isolated targets can corrupt the scene."
SW-PG-035,3,"Push into Sparrowhook Flight Lane and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-035,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Den Boots of the Dawnshield Covenant."
SW-PG-036,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Leash-Cutter Lodge under Handler-Magister Korr Veyth."
SW-PG-036,2,"Enter Sparrowhook Flight Lane, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the anti-pack sigils that turn loyal escorts into isolated targets can corrupt the scene."
SW-PG-036,3,"Push into Tempest Frigate Deck and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-036,4,"Confront an operative, construct, or lieutenant-proxy from The Leash-Cutter Lodge, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-036,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Fang Ring of the Dawnshield Covenant."
SW-PG-037,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Leash-Cutter Lodge under Handler-Magister Korr Veyth."
SW-PG-037,2,"Enter Tempest Frigate Deck, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the anti-pack sigils that turn loyal escorts into isolated targets can corrupt the scene."
SW-PG-037,3,"Push into Stormglass Carrier Bay and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-037,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Companion Amulet of the Dawnshield Covenant."
SW-PG-038,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Leash-Cutter Lodge under Handler-Magister Korr Veyth."
SW-PG-038,2,"Enter Stormglass Carrier Bay, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the anti-pack sigils that turn loyal escorts into isolated targets can corrupt the scene."
SW-PG-038,3,"Push into Warden Horizon Command Ark and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-038,4,"Confront an operative, construct, or lieutenant-proxy from The Leash-Cutter Lodge, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-038,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Kennel Cloak of the Dawnshield Covenant."
SW-PG-039,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Leash-Cutter Lodge under Handler-Magister Korr Veyth."
SW-PG-039,2,"Enter Warden Horizon Command Ark, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the anti-pack sigils that turn loyal escorts into isolated targets can corrupt the scene."
SW-PG-039,3,"Push into Aerie Kennel Deck and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-039,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Stampede Relic of the Dawnshield Covenant."
SW-PG-040,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Leash-Cutter Lodge under Handler-Magister Korr Veyth."
SW-PG-040,2,"Enter Aerie Kennel Deck, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the anti-pack sigils that turn loyal escorts into isolated targets can corrupt the scene."
SW-PG-040,3,"Push into Sparrowhook Flight Lane and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-040,4,"Confront an operative, construct, or lieutenant-proxy from The Leash-Cutter Lodge, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-040,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Command Prime Instrument of the Sky Wardens."
SW-PG-041,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-041,2,"Enter Orbital Tether Station, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-041,3,"Push into Lunar Readiness Base and build a verified evidence chain before the Order can redact the scene, using the encounter rule set: redaction fog, witness contradictions, and evidence nodes that decay unless stabilized."
SW-PG-041,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Zero-G Sovereign Armament of the Sky Wardens."
SW-PG-042,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-042,2,"Enter Lunar Readiness Base, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-042,3,"Push into Planet Defense Perimeter and hold the line against Order epoch-raiders while civilians and ship systems evacuate, using the encounter rule set: wave pressure, breach timers, and Order time-flare pylons that accelerate enemy spawns."
SW-PG-042,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Orbit Helmet of the Dawnshield Covenant."
SW-PG-043,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-043,2,"Enter Planet Defense Perimeter, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-043,3,"Push into Debris Crown and breach the Order cell’s fortified position and destroy its command focus, using the encounter rule set: shielded ritual captains, breach lanes, and chronal artillery windows."
SW-PG-043,4,"Confront an operative, construct, or lieutenant-proxy from The Hundredth Horizon, prevent the failure state where the cell will scatter to a harder future encounter, and extract the Order cipher intact."
SW-PG-043,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Thruster Chest of the Dawnshield Covenant."
SW-PG-044,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-044,2,"Enter Debris Crown, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-044,3,"Push into Shattered Solar Array and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-044,4,"Confront an operative, construct, or lieutenant-proxy from The Hundredth Horizon, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-044,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Singularity Gauntlets of the Dawnshield Covenant."
SW-PG-045,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-045,2,"Enter Shattered Solar Array, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-045,3,"Push into Orbital Tether Station and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-045,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Meteor Boots of the Dawnshield Covenant."
SW-PG-046,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-046,2,"Enter Orbital Tether Station, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-046,3,"Push into Lunar Readiness Base and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-046,4,"Confront an operative, construct, or lieutenant-proxy from The Hundredth Horizon, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-046,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Exosphere Ring of the Dawnshield Covenant."
SW-PG-047,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-047,2,"Enter Lunar Readiness Base, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-047,3,"Push into Planet Defense Perimeter and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-047,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Altitude Amulet of the Dawnshield Covenant."
SW-PG-048,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-048,2,"Enter Planet Defense Perimeter, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-048,3,"Push into Debris Crown and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-048,4,"Confront an operative, construct, or lieutenant-proxy from The Hundredth Horizon, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-048,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Starfall Cloak of the Dawnshield Covenant."
SW-PG-049,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-049,2,"Enter Debris Crown, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-049,3,"Push into Shattered Solar Array and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-049,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Rod Relic of the Dawnshield Covenant."
SW-PG-050,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Hundredth Horizon under Admiral Othane Nullwake."
SW-PG-050,2,"Enter Shattered Solar Array, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the zero-gravity century mines that desynchronize ship crews from their own orders can corrupt the scene."
SW-PG-050,3,"Push into Orbital Tether Station and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-050,4,"Confront an operative, construct, or lieutenant-proxy from The Hundredth Horizon, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-050,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Horizon Prime Instrument of the Sky Wardens."
SW-PG-051,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-051,2,"Enter Scrap-Yard Labyrinth, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-051,3,"Push into Deprecated Repositories and build a verified evidence chain before the Order can redact the scene, using the encounter rule set: redaction fog, witness contradictions, and evidence nodes that decay unless stabilized."
SW-PG-051,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Magnet Sovereign Armament of the Sky Wardens."
SW-PG-052,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-052,2,"Enter Deprecated Repositories, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-052,3,"Push into EPI-Center and hold the line against Order epoch-raiders while civilians and ship systems evacuate, using the encounter rule set: wave pressure, breach timers, and Order time-flare pylons that accelerate enemy spawns."
SW-PG-052,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Junkyard Helmet of the Dawnshield Covenant."
SW-PG-053,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-053,2,"Enter EPI-Center, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-053,3,"Push into Marlowe Editing Protocol and breach the Order cell’s fortified position and destroy its command focus, using the encounter rule set: shielded ritual captains, breach lanes, and chronal artillery windows."
SW-PG-053,4,"Confront an operative, construct, or lieutenant-proxy from The Rusted Calendar Syndic, prevent the failure state where the cell will scatter to a harder future encounter, and extract the Order cipher intact."
SW-PG-053,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Tether Chest of the Dawnshield Covenant."
SW-PG-054,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-054,2,"Enter Marlowe Editing Protocol, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-054,3,"Push into Skyship Salvage Ring and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-054,4,"Confront an operative, construct, or lieutenant-proxy from The Rusted Calendar Syndic, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-054,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Overclock Gauntlets of the Dawnshield Covenant."
SW-PG-055,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-055,2,"Enter Skyship Salvage Ring, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-055,3,"Push into Scrap-Yard Labyrinth and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-055,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim EMP Boots of the Dawnshield Covenant."
SW-PG-056,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-056,2,"Enter Scrap-Yard Labyrinth, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-056,3,"Push into Deprecated Repositories and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-056,4,"Confront an operative, construct, or lieutenant-proxy from The Rusted Calendar Syndic, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-056,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Piston Ring of the Dawnshield Covenant."
SW-PG-057,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-057,2,"Enter Deprecated Repositories, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-057,3,"Push into EPI-Center and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-057,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Salvage Amulet of the Dawnshield Covenant."
SW-PG-058,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-058,2,"Enter EPI-Center, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-058,3,"Push into Marlowe Editing Protocol and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-058,4,"Confront an operative, construct, or lieutenant-proxy from The Rusted Calendar Syndic, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-058,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Turret Cloak of the Dawnshield Covenant."
SW-PG-059,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-059,2,"Enter Marlowe Editing Protocol, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-059,3,"Push into Skyship Salvage Ring and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-059,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Shrapnel Relic of the Dawnshield Covenant."
SW-PG-060,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Rusted Calendar Syndic under Gear-Abbot Threx Halvrin."
SW-PG-060,2,"Enter Skyship Salvage Ring, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the scrap-clock bombs that wait for inventory transfer before waking can corrupt the scene."
SW-PG-060,3,"Push into Scrap-Yard Labyrinth and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-060,4,"Confront an operative, construct, or lieutenant-proxy from The Rusted Calendar Syndic, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-060,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Mech Prime Instrument of the Sky Wardens."
SW-PG-061,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-061,2,"Enter Planet Defense Perimeter, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-061,3,"Push into Raid-Rush Choke Points and build a verified evidence chain before the Order can redact the scene, using the encounter rule set: redaction fog, witness contradictions, and evidence nodes that decay unless stabilized."
SW-PG-061,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Counterweight Sovereign Armament of the Sky Wardens."
SW-PG-062,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-062,2,"Enter Raid-Rush Choke Points, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-062,3,"Push into Magma-Core Forges and hold the line against Order epoch-raiders while civilians and ship systems evacuate, using the encounter rule set: wave pressure, breach timers, and Order time-flare pylons that accelerate enemy spawns."
SW-PG-062,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Guard Helmet of the Dawnshield Covenant."
SW-PG-063,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-063,2,"Enter Magma-Core Forges, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-063,3,"Push into Molten Forge and breach the Order cell’s fortified position and destroy its command focus, using the encounter rule set: shielded ritual captains, breach lanes, and chronal artillery windows."
SW-PG-063,4,"Confront an operative, construct, or lieutenant-proxy from The Era-Break Bastion, prevent the failure state where the cell will scatter to a harder future encounter, and extract the Order cipher intact."
SW-PG-063,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Haymaker Chest of the Dawnshield Covenant."
SW-PG-064,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-064,2,"Enter Molten Forge, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-064,3,"Push into Bastion Anchor Yard and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-064,4,"Confront an operative, construct, or lieutenant-proxy from The Era-Break Bastion, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-064,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Inertia Gauntlets of the Dawnshield Covenant."
SW-PG-065,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-065,2,"Enter Bastion Anchor Yard, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-065,3,"Push into Planet Defense Perimeter and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-065,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Ground Zero Boots of the Dawnshield Covenant."
SW-PG-066,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-066,2,"Enter Planet Defense Perimeter, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-066,3,"Push into Raid-Rush Choke Points and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-066,4,"Confront an operative, construct, or lieutenant-proxy from The Era-Break Bastion, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-066,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Mass Ring of the Dawnshield Covenant."
SW-PG-067,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-067,2,"Enter Raid-Rush Choke Points, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
