quest_id,subquest_number,objective
SW-PG-067,3,"Push into Magma-Core Forges and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-067,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Asteroid Amulet of the Dawnshield Covenant."
SW-PG-068,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-068,2,"Enter Magma-Core Forges, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-068,3,"Push into Molten Forge and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-068,4,"Confront an operative, construct, or lieutenant-proxy from The Era-Break Bastion, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-068,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Release Cloak of the Dawnshield Covenant."
SW-PG-069,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-069,2,"Enter Molten Forge, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-069,3,"Push into Bastion Anchor Yard and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-069,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Wall Relic of the Dawnshield Covenant."
SW-PG-070,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Era-Break Bastion under Marshal Gravan Epoch-Maul."
SW-PG-070,2,"Enter Bastion Anchor Yard, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the era-weight barricades that grow heavier each time they are struck can corrupt the scene."
SW-PG-070,3,"Push into Planet Defense Perimeter and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-070,4,"Confront an operative, construct, or lieutenant-proxy from The Era-Break Bastion, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-070,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Bastion Prime Instrument of the Sky Wardens."
SW-PG-071,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-071,2,"Enter Anomaly Ward, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-071,3,"Push into Syndicate Spire and build a verified evidence chain before the Order can redact the scene, using the encounter rule set: redaction fog, witness contradictions, and evidence nodes that decay unless stabilized."
SW-PG-071,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Stutter Sovereign Armament of the Sky Wardens."
SW-PG-072,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-072,2,"Enter Syndicate Spire, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-072,3,"Push into Front-Matter Void and hold the line against Order epoch-raiders while civilians and ship systems evacuate, using the encounter rule set: wave pressure, breach timers, and Order time-flare pylons that accelerate enemy spawns."
SW-PG-072,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Afterimage Helmet of the Dawnshield Covenant."
SW-PG-073,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-073,2,"Enter Front-Matter Void, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-073,3,"Push into Alternating Archives and breach the Order cell’s fortified position and destroy its command focus, using the encounter rule set: shielded ritual captains, breach lanes, and chronal artillery windows."
SW-PG-073,4,"Confront an operative, construct, or lieutenant-proxy from The Knife Between Seconds, prevent the failure state where the cell will scatter to a harder future encounter, and extract the Order cipher intact."
SW-PG-073,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Phase Chest of the Dawnshield Covenant."
SW-PG-074,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-074,2,"Enter Alternating Archives, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-074,3,"Push into Null-Mirror Corridor and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-074,4,"Confront an operative, construct, or lieutenant-proxy from The Knife Between Seconds, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-074,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Chrono Gauntlets of the Dawnshield Covenant."
SW-PG-075,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-075,2,"Enter Null-Mirror Corridor, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-075,3,"Push into Anomaly Ward and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-075,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Blink Boots of the Dawnshield Covenant."
SW-PG-076,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-076,2,"Enter Anomaly Ward, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-076,3,"Push into Syndicate Spire and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-076,4,"Confront an operative, construct, or lieutenant-proxy from The Knife Between Seconds, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-076,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Flux Ring of the Dawnshield Covenant."
SW-PG-077,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-077,2,"Enter Syndicate Spire, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-077,3,"Push into Front-Matter Void and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-077,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Shadow Amulet of the Dawnshield Covenant."
SW-PG-078,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-078,2,"Enter Front-Matter Void, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-078,3,"Push into Alternating Archives and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-078,4,"Confront an operative, construct, or lieutenant-proxy from The Knife Between Seconds, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-078,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Singularity Cloak of the Dawnshield Covenant."
SW-PG-079,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-079,2,"Enter Alternating Archives, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-079,3,"Push into Null-Mirror Corridor and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-079,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Reality Relic of the Dawnshield Covenant."
SW-PG-080,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Knife Between Seconds under Nocturne Vel Riss."
SW-PG-080,2,"Enter Null-Mirror Corridor, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the phase-knives that cut pending decisions out of the timeline can corrupt the scene."
SW-PG-080,3,"Push into Anomaly Ward and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-080,4,"Confront an operative, construct, or lieutenant-proxy from The Knife Between Seconds, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-080,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Echo Prime Instrument of the Sky Wardens."
SW-PG-081,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-081,2,"Enter Emerald Canopy Sanctuary, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-081,3,"Push into Pachyderm Sanctuaries and build a verified evidence chain before the Order can redact the scene, using the encounter rule set: redaction fog, witness contradictions, and evidence nodes that decay unless stabilized."
SW-PG-081,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Briar Sovereign Armament of the Sky Wardens."
SW-PG-082,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-082,2,"Enter Pachyderm Sanctuaries, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-082,3,"Push into Canopy Portrait Halls and hold the line against Order epoch-raiders while civilians and ship systems evacuate, using the encounter rule set: wave pressure, breach timers, and Order time-flare pylons that accelerate enemy spawns."
SW-PG-082,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Root Helmet of the Dawnshield Covenant."
SW-PG-083,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-083,2,"Enter Canopy Portrait Halls, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-083,3,"Push into Evolution Arenas and breach the Order cell’s fortified position and destroy its command focus, using the encounter rule set: shielded ritual captains, breach lanes, and chronal artillery windows."
SW-PG-083,4,"Confront an operative, construct, or lieutenant-proxy from The Withered Future Garden, prevent the failure state where the cell will scatter to a harder future encounter, and extract the Order cipher intact."
SW-PG-083,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim World-Tree Chest of the Dawnshield Covenant."
SW-PG-084,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-084,2,"Enter Evolution Arenas, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-084,3,"Push into Living Garden Deck and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-084,4,"Confront an operative, construct, or lieutenant-proxy from The Withered Future Garden, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-084,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Tether Gauntlets of the Dawnshield Covenant."
SW-PG-085,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-085,2,"Enter Living Garden Deck, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-085,3,"Push into Emerald Canopy Sanctuary and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-085,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Heartwood Boots of the Dawnshield Covenant."
SW-PG-086,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-086,2,"Enter Emerald Canopy Sanctuary, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-086,3,"Push into Pachyderm Sanctuaries and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-086,4,"Confront an operative, construct, or lieutenant-proxy from The Withered Future Garden, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-086,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Canopy Ring of the Dawnshield Covenant."
SW-PG-087,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-087,2,"Enter Pachyderm Sanctuaries, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-087,3,"Push into Canopy Portrait Halls and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-087,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Bloom Amulet of the Dawnshield Covenant."
SW-PG-088,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-088,2,"Enter Canopy Portrait Halls, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-088,3,"Push into Evolution Arenas and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-088,4,"Confront an operative, construct, or lieutenant-proxy from The Withered Future Garden, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-088,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Forest Cloak of the Dawnshield Covenant."
SW-PG-089,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-089,2,"Enter Evolution Arenas, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-089,3,"Push into Living Garden Deck and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-089,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Regrowth Relic of the Dawnshield Covenant."
SW-PG-090,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Withered Future Garden under Matron Caeva Thorn-Year."
SW-PG-090,2,"Enter Living Garden Deck, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the future-rot spores that make living armor remember extinction can corrupt the scene."
SW-PG-090,3,"Push into Emerald Canopy Sanctuary and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-090,4,"Confront an operative, construct, or lieutenant-proxy from The Withered Future Garden, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-090,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Nature Prime Instrument of the Sky Wardens."
SW-PG-091,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-091,2,"Enter Eclipse Engine Heart Remnant, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-091,3,"Push into Dawnforge Understar and build a verified evidence chain before the Order can redact the scene, using the encounter rule set: redaction fog, witness contradictions, and evidence nodes that decay unless stabilized."
SW-PG-091,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Ignition Sovereign Armament of the Sky Wardens."
SW-PG-092,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-092,2,"Enter Dawnforge Understar, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-092,3,"Push into Sky Warden Treaty Ring and hold the line against Order epoch-raiders while civilians and ship systems evacuate, using the encounter rule set: wave pressure, breach timers, and Order time-flare pylons that accelerate enemy spawns."
SW-PG-092,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Glacial Helmet of the Dawnshield Covenant."
SW-PG-093,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-093,2,"Enter Sky Warden Treaty Ring, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-093,3,"Push into Aerie of the Dawnshield and breach the Order cell’s fortified position and destroy its command focus, using the encounter rule set: shielded ritual captains, breach lanes, and chronal artillery windows."
SW-PG-093,4,"Confront an operative, construct, or lieutenant-proxy from The Prime Epochalypse Synod, prevent the failure state where the cell will scatter to a harder future encounter, and extract the Order cipher intact."
SW-PG-093,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Thermal Chest of the Dawnshield Covenant."
SW-PG-094,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-094,2,"Enter Aerie of the Dawnshield, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-094,3,"Push into Epochalypse Engine Core and clear a multi-room Order facility, defeat its elite custodian, and recover the sealed proof, using the encounter rule set: three chambers, one era-lock puzzle, one elite Order custodian, and a final proof vault."
SW-PG-094,4,"Confront an operative, construct, or lieutenant-proxy from The Prime Epochalypse Synod, prevent the failure state where the facility will lock itself one hour outside normal time, and extract the Order cipher intact."
SW-PG-094,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Crucible Gauntlets of the Dawnshield Covenant."
SW-PG-095,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-095,2,"Enter Epochalypse Engine Core, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-095,3,"Push into Eclipse Engine Heart Remnant and extract captured Sky Wardens or witnesses before their timelines are rewritten, using the encounter rule set: moving prisoners, fake rescue signals, and Order voice-mask decoys."
SW-PG-095,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Maelstrom Boots of the Dawnshield Covenant."
SW-PG-096,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-096,2,"Enter Eclipse Engine Heart Remnant, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-096,3,"Push into Dawnforge Understar and steal an Order ledger, chronal key, or black-oath cipher without triggering an era-lock, using the encounter rule set: stealth routes, rotating patrol years, alarm clocks, and optional evidence caches."
SW-PG-096,4,"Confront an operative, construct, or lieutenant-proxy from The Prime Epochalypse Synod, prevent the failure state where the ledger will burn backward into an earlier year, and extract the Order cipher intact."
SW-PG-096,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Aether Ring of the Dawnshield Covenant."
SW-PG-097,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-097,2,"Enter Dawnforge Understar, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-097,3,"Push into Sky Warden Treaty Ring and expose an Order sympathizer inside a council proceeding without breaking the alliance compact, using the encounter rule set: testimony sequencing, proof challenges, and Order plants trying to poison the record."
SW-PG-097,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Flux Amulet of the Dawnshield Covenant."
SW-PG-098,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-098,2,"Enter Sky Warden Treaty Ring, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-098,3,"Push into Aerie of the Dawnshield and solve an epochal lock whose answer changes unless the player stabilizes the present moment, using the encounter rule set: time-locked mechanisms, mirrored symbols, and present-tense anchors."
SW-PG-098,4,"Confront an operative, construct, or lieutenant-proxy from The Prime Epochalypse Synod, prevent the failure state where the lock will reset the room to a hostile past configuration, and extract the Order cipher intact."
SW-PG-098,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Plasma Cloak of the Dawnshield Covenant."
SW-PG-099,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-099,2,"Enter Aerie of the Dawnshield, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-099,3,"Push into Epochalypse Engine Core and move a living witness, ship core, or oath archive through Order interdiction lanes, using the encounter rule set: route hazards, ambush windows, and temporal drag on the protected target."
SW-PG-099,4,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Elemental Relic of the Dawnshield Covenant."
SW-PG-100,1,"Receive the operation directly from Torinn Rhogar and confirm that the adversary is The Order of the Epochalypse, specifically The Prime Epochalypse Synod under Epoch-Cardinal Sar Vos Aster."
SW-PG-100,2,"Enter Epochalypse Engine Core, locate three traces of The Order of the Epochalypse activity, and stabilize the evidence before the thermal paradox reactors that fuse ignition and stasis into a world-reset pulse can corrupt the scene."
SW-PG-100,3,"Push into Eclipse Engine Heart Remnant and defeat an empowered boss echo reconstructed by the Order from stolen postwar memory, using the encounter rule set: empowered boss patterns, Order glyph shields, and phase changes based on stolen memories."
SW-PG-100,4,"Confront an operative, construct, or lieutenant-proxy from The Prime Epochalypse Synod, prevent the failure state where the echo will imprint itself into the next Order cell, and extract the Order cipher intact."
SW-PG-100,5,"Return to Torinn Rhogar, deliver the sealed proof against The Order of the Epochalypse, update the Sky Warden shadow-ledger, and claim Avatar Prime Instrument of the Sky Wardens."
