item_id,quest_id,item_name,rarity,required_level,class,class_code,slot,set_name,unique_rule,effect,visual_theme
GOD-SW-PROTOCOL_WEAVER-01,SW-PG-001,Revision Crown of the Open Sky,Godly,40,Protocol Weaver,PROTOCOL_WEAVER,Crown,Sky Warden Ascendant — Protocol Weaver,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: rewrites hostile states; improves syntax by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Protocol Weaver.,"Sky-metal, dawn-gold filigree, luminous aether vents, and revision motifs"
GOD-SW-APEX_MUTATOR-01,SW-PG-002,Ascendant Genome Crown of the Open Sky,Godly,40,Apex Mutator,APEX_MUTATOR,Crown,Sky Warden Ascendant — Apex Mutator,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stabilizes Omega-form aggression; improves recursive evolution by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Apex Mutator.,"Sky-metal, dawn-gold filigree, luminous aether vents, and ascendant genome motifs"
GOD-SW-RESONANT-01,SW-PG-003,Festival Thunder Crown of the Open Sky,Godly,40,Resonant,RESONANT,Crown,Sky Warden Ascendant — Resonant,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect beats into shockwaves; improves sub-bass timing by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Resonant.,"Sky-metal, dawn-gold filigree, luminous aether vents, and festival thunder motifs"
GOD-SW-PACKMASTER-01,SW-PG-004,Twin Oath Crown of the Open Sky,Godly,40,Packmaster,PACKMASTER,Crown,Sky Warden Ascendant — Packmaster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: links wearer and companion through hard-light signals; improves pack command by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Packmaster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and twin oath motifs"
GOD-SW-ORBITAL_STRIKER-01,SW-PG-005,Exosphere Crown of the Open Sky,Godly,40,Orbital Striker,ORBITAL_STRIKER,Crown,Sky Warden Ascendant — Orbital Striker,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stores aerial hang-time as kinetic damage; improves zero-G momentum by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Orbital Striker.,"Sky-metal, dawn-gold filigree, luminous aether vents, and exosphere motifs"
GOD-SW-SCRAP_TEK-01,SW-PG-006,Junkyard Crown Crown of the Open Sky,Godly,40,Scrap-Tek,SCRAP_TEK,Crown,Sky Warden Ascendant — Scrap-Tek,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: converts scrap into shields and turret uptime; improves magnetic harvest by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Scrap-Tek.,"Sky-metal, dawn-gold filigree, luminous aether vents, and junkyard crown motifs"
GOD-SW-KINETIC_JUGGERNAUT-01,SW-PG-007,Asteroid Plate Crown of the Open Sky,Godly,40,Kinetic Juggernaut,KINETIC_JUGGERNAUT,Crown,Sky Warden Ascendant — Kinetic Juggernaut,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect guard into crushing retaliation; improves kinetic absorption by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Kinetic Juggernaut.,"Sky-metal, dawn-gold filigree, luminous aether vents, and asteroid plate motifs"
GOD-SW-PHANTOM_SHIFT-01,SW-PG-008,Reality Shard Crown of the Open Sky,Godly,40,Phantom-Shift,PHANTOM_SHIFT,Crown,Sky Warden Ascendant — Phantom-Shift,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: multiplies afterimage pressure; improves temporal stutter by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Phantom-Shift.,"Sky-metal, dawn-gold filigree, luminous aether vents, and reality shard motifs"
GOD-SW-SYLVAN_WARDEN-01,SW-PG-009,Worldroot Crown of the Open Sky,Godly,40,Sylvan Warden,SYLVAN_WARDEN,Crown,Sky Warden Ascendant — Sylvan Warden,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: spreads damage through linked enemies; improves living tether by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Sylvan Warden.,"Sky-metal, dawn-gold filigree, luminous aether vents, and worldroot motifs"
GOD-SW-FLUX_CASTER-01,SW-PG-010,Thermal Halo Crown of the Open Sky,Godly,40,Flux-Caster,FLUX_CASTER,Crown,Sky Warden Ascendant — Flux-Caster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: amplifies fire/ice stance detonations; improves elemental reaction by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Flux-Caster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and thermal halo motifs"
GOD-SW-PROTOCOL_WEAVER-02,SW-PG-011,Revision Chestguard of the Open Sky,Godly,40,Protocol Weaver,PROTOCOL_WEAVER,Chestguard,Sky Warden Ascendant — Protocol Weaver,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: rewrites hostile states; improves syntax by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Protocol Weaver.,"Sky-metal, dawn-gold filigree, luminous aether vents, and revision motifs"
GOD-SW-APEX_MUTATOR-02,SW-PG-012,Ascendant Genome Chestguard of the Open Sky,Godly,40,Apex Mutator,APEX_MUTATOR,Chestguard,Sky Warden Ascendant — Apex Mutator,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stabilizes Omega-form aggression; improves recursive evolution by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Apex Mutator.,"Sky-metal, dawn-gold filigree, luminous aether vents, and ascendant genome motifs"
GOD-SW-RESONANT-02,SW-PG-013,Festival Thunder Chestguard of the Open Sky,Godly,40,Resonant,RESONANT,Chestguard,Sky Warden Ascendant — Resonant,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect beats into shockwaves; improves sub-bass timing by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Resonant.,"Sky-metal, dawn-gold filigree, luminous aether vents, and festival thunder motifs"
GOD-SW-PACKMASTER-02,SW-PG-014,Twin Oath Chestguard of the Open Sky,Godly,40,Packmaster,PACKMASTER,Chestguard,Sky Warden Ascendant — Packmaster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: links wearer and companion through hard-light signals; improves pack command by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Packmaster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and twin oath motifs"
GOD-SW-ORBITAL_STRIKER-02,SW-PG-015,Exosphere Chestguard of the Open Sky,Godly,40,Orbital Striker,ORBITAL_STRIKER,Chestguard,Sky Warden Ascendant — Orbital Striker,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stores aerial hang-time as kinetic damage; improves zero-G momentum by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Orbital Striker.,"Sky-metal, dawn-gold filigree, luminous aether vents, and exosphere motifs"
GOD-SW-SCRAP_TEK-02,SW-PG-016,Junkyard Crown Chestguard of the Open Sky,Godly,40,Scrap-Tek,SCRAP_TEK,Chestguard,Sky Warden Ascendant — Scrap-Tek,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: converts scrap into shields and turret uptime; improves magnetic harvest by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Scrap-Tek.,"Sky-metal, dawn-gold filigree, luminous aether vents, and junkyard crown motifs"
GOD-SW-KINETIC_JUGGERNAUT-02,SW-PG-017,Asteroid Plate Chestguard of the Open Sky,Godly,40,Kinetic Juggernaut,KINETIC_JUGGERNAUT,Chestguard,Sky Warden Ascendant — Kinetic Juggernaut,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect guard into crushing retaliation; improves kinetic absorption by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Kinetic Juggernaut.,"Sky-metal, dawn-gold filigree, luminous aether vents, and asteroid plate motifs"
GOD-SW-PHANTOM_SHIFT-02,SW-PG-018,Reality Shard Chestguard of the Open Sky,Godly,40,Phantom-Shift,PHANTOM_SHIFT,Chestguard,Sky Warden Ascendant — Phantom-Shift,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: multiplies afterimage pressure; improves temporal stutter by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Phantom-Shift.,"Sky-metal, dawn-gold filigree, luminous aether vents, and reality shard motifs"
GOD-SW-SYLVAN_WARDEN-02,SW-PG-019,Worldroot Chestguard of the Open Sky,Godly,40,Sylvan Warden,SYLVAN_WARDEN,Chestguard,Sky Warden Ascendant — Sylvan Warden,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: spreads damage through linked enemies; improves living tether by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Sylvan Warden.,"Sky-metal, dawn-gold filigree, luminous aether vents, and worldroot motifs"
GOD-SW-FLUX_CASTER-02,SW-PG-020,Thermal Halo Chestguard of the Open Sky,Godly,40,Flux-Caster,FLUX_CASTER,Chestguard,Sky Warden Ascendant — Flux-Caster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: amplifies fire/ice stance detonations; improves elemental reaction by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Flux-Caster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and thermal halo motifs"
GOD-SW-PROTOCOL_WEAVER-03,SW-PG-021,Revision Pauldrons of the Open Sky,Godly,40,Protocol Weaver,PROTOCOL_WEAVER,Pauldrons,Sky Warden Ascendant — Protocol Weaver,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: rewrites hostile states; improves syntax by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Protocol Weaver.,"Sky-metal, dawn-gold filigree, luminous aether vents, and revision motifs"
GOD-SW-APEX_MUTATOR-03,SW-PG-022,Ascendant Genome Pauldrons of the Open Sky,Godly,40,Apex Mutator,APEX_MUTATOR,Pauldrons,Sky Warden Ascendant — Apex Mutator,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stabilizes Omega-form aggression; improves recursive evolution by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Apex Mutator.,"Sky-metal, dawn-gold filigree, luminous aether vents, and ascendant genome motifs"
GOD-SW-RESONANT-03,SW-PG-023,Festival Thunder Pauldrons of the Open Sky,Godly,40,Resonant,RESONANT,Pauldrons,Sky Warden Ascendant — Resonant,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect beats into shockwaves; improves sub-bass timing by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Resonant.,"Sky-metal, dawn-gold filigree, luminous aether vents, and festival thunder motifs"
GOD-SW-PACKMASTER-03,SW-PG-024,Twin Oath Pauldrons of the Open Sky,Godly,40,Packmaster,PACKMASTER,Pauldrons,Sky Warden Ascendant — Packmaster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: links wearer and companion through hard-light signals; improves pack command by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Packmaster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and twin oath motifs"
GOD-SW-ORBITAL_STRIKER-03,SW-PG-025,Exosphere Pauldrons of the Open Sky,Godly,40,Orbital Striker,ORBITAL_STRIKER,Pauldrons,Sky Warden Ascendant — Orbital Striker,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stores aerial hang-time as kinetic damage; improves zero-G momentum by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Orbital Striker.,"Sky-metal, dawn-gold filigree, luminous aether vents, and exosphere motifs"
GOD-SW-SCRAP_TEK-03,SW-PG-026,Junkyard Crown Pauldrons of the Open Sky,Godly,40,Scrap-Tek,SCRAP_TEK,Pauldrons,Sky Warden Ascendant — Scrap-Tek,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: converts scrap into shields and turret uptime; improves magnetic harvest by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Scrap-Tek.,"Sky-metal, dawn-gold filigree, luminous aether vents, and junkyard crown motifs"
GOD-SW-KINETIC_JUGGERNAUT-03,SW-PG-027,Asteroid Plate Pauldrons of the Open Sky,Godly,40,Kinetic Juggernaut,KINETIC_JUGGERNAUT,Pauldrons,Sky Warden Ascendant — Kinetic Juggernaut,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect guard into crushing retaliation; improves kinetic absorption by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Kinetic Juggernaut.,"Sky-metal, dawn-gold filigree, luminous aether vents, and asteroid plate motifs"
GOD-SW-PHANTOM_SHIFT-03,SW-PG-028,Reality Shard Pauldrons of the Open Sky,Godly,40,Phantom-Shift,PHANTOM_SHIFT,Pauldrons,Sky Warden Ascendant — Phantom-Shift,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: multiplies afterimage pressure; improves temporal stutter by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Phantom-Shift.,"Sky-metal, dawn-gold filigree, luminous aether vents, and reality shard motifs"
GOD-SW-SYLVAN_WARDEN-03,SW-PG-029,Worldroot Pauldrons of the Open Sky,Godly,40,Sylvan Warden,SYLVAN_WARDEN,Pauldrons,Sky Warden Ascendant — Sylvan Warden,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: spreads damage through linked enemies; improves living tether by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Sylvan Warden.,"Sky-metal, dawn-gold filigree, luminous aether vents, and worldroot motifs"
GOD-SW-FLUX_CASTER-03,SW-PG-030,Thermal Halo Pauldrons of the Open Sky,Godly,40,Flux-Caster,FLUX_CASTER,Pauldrons,Sky Warden Ascendant — Flux-Caster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: amplifies fire/ice stance detonations; improves elemental reaction by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Flux-Caster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and thermal halo motifs"
GOD-SW-PROTOCOL_WEAVER-04,SW-PG-031,Revision Gauntlets of the Open Sky,Godly,40,Protocol Weaver,PROTOCOL_WEAVER,Gauntlets,Sky Warden Ascendant — Protocol Weaver,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: rewrites hostile states; improves syntax by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Protocol Weaver.,"Sky-metal, dawn-gold filigree, luminous aether vents, and revision motifs"
GOD-SW-APEX_MUTATOR-04,SW-PG-032,Ascendant Genome Gauntlets of the Open Sky,Godly,40,Apex Mutator,APEX_MUTATOR,Gauntlets,Sky Warden Ascendant — Apex Mutator,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stabilizes Omega-form aggression; improves recursive evolution by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Apex Mutator.,"Sky-metal, dawn-gold filigree, luminous aether vents, and ascendant genome motifs"
GOD-SW-RESONANT-04,SW-PG-033,Festival Thunder Gauntlets of the Open Sky,Godly,40,Resonant,RESONANT,Gauntlets,Sky Warden Ascendant — Resonant,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect beats into shockwaves; improves sub-bass timing by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Resonant.,"Sky-metal, dawn-gold filigree, luminous aether vents, and festival thunder motifs"
GOD-SW-PACKMASTER-04,SW-PG-034,Twin Oath Gauntlets of the Open Sky,Godly,40,Packmaster,PACKMASTER,Gauntlets,Sky Warden Ascendant — Packmaster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: links wearer and companion through hard-light signals; improves pack command by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Packmaster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and twin oath motifs"
GOD-SW-ORBITAL_STRIKER-04,SW-PG-035,Exosphere Gauntlets of the Open Sky,Godly,40,Orbital Striker,ORBITAL_STRIKER,Gauntlets,Sky Warden Ascendant — Orbital Striker,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stores aerial hang-time as kinetic damage; improves zero-G momentum by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Orbital Striker.,"Sky-metal, dawn-gold filigree, luminous aether vents, and exosphere motifs"
GOD-SW-SCRAP_TEK-04,SW-PG-036,Junkyard Crown Gauntlets of the Open Sky,Godly,40,Scrap-Tek,SCRAP_TEK,Gauntlets,Sky Warden Ascendant — Scrap-Tek,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: converts scrap into shields and turret uptime; improves magnetic harvest by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Scrap-Tek.,"Sky-metal, dawn-gold filigree, luminous aether vents, and junkyard crown motifs"
GOD-SW-KINETIC_JUGGERNAUT-04,SW-PG-037,Asteroid Plate Gauntlets of the Open Sky,Godly,40,Kinetic Juggernaut,KINETIC_JUGGERNAUT,Gauntlets,Sky Warden Ascendant — Kinetic Juggernaut,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect guard into crushing retaliation; improves kinetic absorption by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Kinetic Juggernaut.,"Sky-metal, dawn-gold filigree, luminous aether vents, and asteroid plate motifs"
GOD-SW-PHANTOM_SHIFT-04,SW-PG-038,Reality Shard Gauntlets of the Open Sky,Godly,40,Phantom-Shift,PHANTOM_SHIFT,Gauntlets,Sky Warden Ascendant — Phantom-Shift,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: multiplies afterimage pressure; improves temporal stutter by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Phantom-Shift.,"Sky-metal, dawn-gold filigree, luminous aether vents, and reality shard motifs"
GOD-SW-SYLVAN_WARDEN-04,SW-PG-039,Worldroot Gauntlets of the Open Sky,Godly,40,Sylvan Warden,SYLVAN_WARDEN,Gauntlets,Sky Warden Ascendant — Sylvan Warden,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: spreads damage through linked enemies; improves living tether by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Sylvan Warden.,"Sky-metal, dawn-gold filigree, luminous aether vents, and worldroot motifs"
GOD-SW-FLUX_CASTER-04,SW-PG-040,Thermal Halo Gauntlets of the Open Sky,Godly,40,Flux-Caster,FLUX_CASTER,Gauntlets,Sky Warden Ascendant — Flux-Caster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: amplifies fire/ice stance detonations; improves elemental reaction by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Flux-Caster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and thermal halo motifs"
GOD-SW-PROTOCOL_WEAVER-05,SW-PG-041,Revision Legguards of the Open Sky,Godly,40,Protocol Weaver,PROTOCOL_WEAVER,Legguards,Sky Warden Ascendant — Protocol Weaver,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: rewrites hostile states; improves syntax by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Protocol Weaver.,"Sky-metal, dawn-gold filigree, luminous aether vents, and revision motifs"
GOD-SW-APEX_MUTATOR-05,SW-PG-042,Ascendant Genome Legguards of the Open Sky,Godly,40,Apex Mutator,APEX_MUTATOR,Legguards,Sky Warden Ascendant — Apex Mutator,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stabilizes Omega-form aggression; improves recursive evolution by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Apex Mutator.,"Sky-metal, dawn-gold filigree, luminous aether vents, and ascendant genome motifs"
GOD-SW-RESONANT-05,SW-PG-043,Festival Thunder Legguards of the Open Sky,Godly,40,Resonant,RESONANT,Legguards,Sky Warden Ascendant — Resonant,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect beats into shockwaves; improves sub-bass timing by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Resonant.,"Sky-metal, dawn-gold filigree, luminous aether vents, and festival thunder motifs"
GOD-SW-PACKMASTER-05,SW-PG-044,Twin Oath Legguards of the Open Sky,Godly,40,Packmaster,PACKMASTER,Legguards,Sky Warden Ascendant — Packmaster,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: links wearer and companion through hard-light signals; improves pack command by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Packmaster.,"Sky-metal, dawn-gold filigree, luminous aether vents, and twin oath motifs"
GOD-SW-ORBITAL_STRIKER-05,SW-PG-045,Exosphere Legguards of the Open Sky,Godly,40,Orbital Striker,ORBITAL_STRIKER,Legguards,Sky Warden Ascendant — Orbital Striker,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: stores aerial hang-time as kinetic damage; improves zero-G momentum by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Orbital Striker.,"Sky-metal, dawn-gold filigree, luminous aether vents, and exosphere motifs"
GOD-SW-SCRAP_TEK-05,SW-PG-046,Junkyard Crown Legguards of the Open Sky,Godly,40,Scrap-Tek,SCRAP_TEK,Legguards,Sky Warden Ascendant — Scrap-Tek,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: converts scrap into shields and turret uptime; improves magnetic harvest by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Scrap-Tek.,"Sky-metal, dawn-gold filigree, luminous aether vents, and junkyard crown motifs"
GOD-SW-KINETIC_JUGGERNAUT-05,SW-PG-047,Asteroid Plate Legguards of the Open Sky,Godly,40,Kinetic Juggernaut,KINETIC_JUGGERNAUT,Legguards,Sky Warden Ascendant — Kinetic Juggernaut,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: turns perfect guard into crushing retaliation; improves kinetic absorption by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Kinetic Juggernaut.,"Sky-metal, dawn-gold filigree, luminous aether vents, and asteroid plate motifs"
GOD-SW-PHANTOM_SHIFT-05,SW-PG-048,Reality Shard Legguards of the Open Sky,Godly,40,Phantom-Shift,PHANTOM_SHIFT,Legguards,Sky Warden Ascendant — Phantom-Shift,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: multiplies afterimage pressure; improves temporal stutter by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Phantom-Shift.,"Sky-metal, dawn-gold filigree, luminous aether vents, and reality shard motifs"
GOD-SW-SYLVAN_WARDEN-05,SW-PG-049,Worldroot Legguards of the Open Sky,Godly,40,Sylvan Warden,SYLVAN_WARDEN,Legguards,Sky Warden Ascendant — Sylvan Warden,"Unique, bind-on-acquire, non-tradable, postgame-only",Godly class effect: spreads damage through linked enemies; improves living tether by rewarding clean combo flow after the post-Astral Sovereign clear. Counts toward the 10-piece Sky Warden Ascendant set for Sylvan Warden.,"Sky-metal, dawn-gold filigree, luminous aether vents, and worldroot motifs"
