region,sub_location,area,map_file,shops
03 Western Wastes And Arid Plains,02 The Sonic Badlands,Buried Speaker Monolith,area_maps/sub_locations/03_western_wastes_and_arid_plains/02_the_sonic_badlands/09_buried_speaker_monolith_map.png,General Goods: Supply Post Buried; Relic Trader: Relic Reach Buried
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Pack Run Gorge,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/01_pack_run_gorge_map.png,Medic: Field Surgery Pack
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Bitewheel Den,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/02_bitewheel_den_map.png,Armor Dye Pack Shop: Pigment Loft Bitewheel
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Scavenger Gate,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/03_scavenger_gate_map.png,Food Stall: Spice Cart Scavenger; Stable: Saddle Gate Scavenger
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Rift Chasm,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/04_rift_chasm_map.png,Inn: The Iron Rift
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Hound Nest Pits,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/05_hound_nest_pits_map.png,Tailor: Needlehouse Hound
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Redcliff Overlook,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/06_redcliff_overlook_map.png,Mechanic: Boltworks Redcliff; Armor Dye Pack Shop: Pigment Loft Redcliff
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Ravine Conveyor,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/07_ravine_conveyor_map.png,Blacksmith: Hammer at Ravine
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Bone-Metal Pass,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/08_bone_metal_pass_map.png,Weapon Skin Shop: Chromaforge Bone-Metal
03 Western Wastes And Arid Plains,03 The Heavy Chewer Canyons,Kill Zone Basin,area_maps/sub_locations/03_western_wastes_and_arid_plains/03_the_heavy_chewer_canyons/09_kill_zone_basin_map.png,Stable: Beast Hitch Kill; Blacksmith: Hammer at Kill
03 Western Wastes And Arid Plains,04 The Shut Down Academies,War College Court,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/01_war_college_court_map.png,Blacksmith: Steelhouse War
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Simulation Hall,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/02_simulation_hall_map.png,Tailor: Cloak and Cord Simulation; Marketplace: Open Market Simulation
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Command Terrace,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/03_command_terrace_map.png,Inn: The Ember Command; Mechanic: Spanner Bay Command
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Silent Lecture Dome,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/04_silent_lecture_dome_map.png,Medic: Firstlight Clinic Silent; General Goods: Loadout Depot Silent
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Drill Quadrant,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/05_drill_quadrant_map.png,Weapon Skin Shop: Skinworks Drill; Relic Trader: Antique Vault Drill
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Dormitory Ruins,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/06_dormitory_ruins_map.png,Stable: Saddle Gate Dormitory
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Archive Tower,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/07_archive_tower_map.png,Armor Dye Pack Shop: Pigment Loft Archive; Inn: The Wandering Archive
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Scholar Gate,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/08_scholar_gate_map.png,Alchemist: Glassleaf Phials Scholar
03 Western Wastes And Arid Plains,04 The Shut Down Academies,Tactical Overlook,area_maps/sub_locations/03_western_wastes_and_arid_plains/04_the_shut_down_academies/09_tactical_overlook_map.png,Marketplace: Open Market Tactical
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Index Crypt,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/01_index_crypt_map.png,Alchemist: Tonic Cellar Index
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Archive Spine,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/02_archive_spine_map.png,Medic: Mender Post Archive; Enchanter: Spellwire Archive
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Deprecated Hall,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/03_deprecated_hall_map.png,Marketplace: Trade Circle Deprecated; Food Stall: Lantern Kitchen Deprecated
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Memory Cache Vaults,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/04_memory_cache_vaults_map.png,Armor Dye Pack Shop: Dyehouse Memory
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Catalog Rift,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/05_catalog_rift_map.png,Curio Shop: Curio Niche Catalog; Medic: Remedy Booth Catalog
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Server Ossuary,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/06_server_ossuary_map.png,Tailor: Needlehouse Server
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Quarantine Shelf,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/07_quarantine_shelf_map.png,Blacksmith: Smelter of Quarantine
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Retrieval Lift,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/08_retrieval_lift_map.png,Inn: The Green Retrieval
03 Western Wastes And Arid Plains,05 The Deprecated Repositories,Scribes' Catwalks,area_maps/sub_locations/03_western_wastes_and_arid_plains/05_the_deprecated_repositories/09_scribes_catwalks_map.png,Weapon Skin Shop: Chromaforge Scribes'
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,The Hull Maze,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/01_the_hull_maze_map.png,Weapon Skin Shop: Patternsmith 
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Magnet Spires,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/02_magnet_spires_map.png,Armor Dye Pack Shop: Shadeworks Magnet
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Salvager Row,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/03_salvager_row_map.png,General Goods: Provisions of Salvager
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Graveyard Basin,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/04_graveyard_basin_map.png,Inn: The Quiet Graveyard
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Crane Forest,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/05_crane_forest_map.png,Blacksmith: Smelter of Crane
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Reactor Pit,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/06_reactor_pit_map.png,Stable: Surestep Yard Reactor
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Wreck Gate,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/07_wreck_gate_map.png,Tailor: Thread & Hem Wreck; Blacksmith: Forge of Wreck
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,Compass Jam Sector,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/08_compass_jam_sector_map.png,Enchanter: Arcane Polish Compass; Blacksmith: Forge of Compass
03 Western Wastes And Arid Plains,06 The Scrap Yard Labyrinth,The Iron Maelstrom,area_maps/sub_locations/03_western_wastes_and_arid_plains/06_the_scrap_yard_labyrinth/09_the_iron_maelstrom_map.png,Food Stall: Spice Cart ; Marketplace: Bazaar Lane 
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Ash Mirror Flats,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/01_ash_mirror_flats_map.png,Medic: Mender Post Ash; Mechanic: Spanner Bay Ash
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Dustline Camp,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/02_dustline_camp_map.png,Armor Dye Pack Shop: Pigment Loft Dustline
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Sculpture Ring,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/03_sculpture_ring_map.png,Marketplace: Bazaar Lane Sculpture; Curio Shop: Lucky Relics Sculpture
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Suntrack Road,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/04_suntrack_road_map.png,Food Stall: Spice Cart Suntrack; Weapon Skin Shop: Skinworks Suntrack
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Supply Beacon Row,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/05_supply_beacon_row_map.png,Inn: The Moonlit Supply; Medic: Remedy Booth Supply
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Mirage Yard,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/06_mirage_yard_map.png,Tailor: Cloak and Cord Mirage
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Waystation Halo,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/07_waystation_halo_map.png,Blacksmith: Steelhouse Waystation; Stable: Saddle Gate Waystation
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Dry Basin Reach,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/08_dry_basin_reach_map.png,Weapon Skin Shop: Chromaforge Dry
03 Western Wastes And Arid Plains,07 The Playa Of Ash,Bonewind Ridge,area_maps/sub_locations/03_western_wastes_and_arid_plains/07_the_playa_of_ash/09_bonewind_ridge_map.png,Stable: Saddle Gate Bonewind; Curio Shop: Echo Trinkets Bonewind
03 Western Wastes And Arid Plains,08 The Burning Playa,Inferno Circuit,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/01_inferno_circuit_map.png,Food Stall: Lantern Kitchen Inferno
03 Western Wastes And Arid Plains,08 The Burning Playa,Ember Camp,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/02_ember_camp_map.png,Weapon Skin Shop: Skinworks Ember
03 Western Wastes And Arid Plains,08 The Burning Playa,Pyre Ring,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/03_pyre_ring_map.png,Tailor: Needlehouse Pyre; Enchanter: Runelight Pyre
03 Western Wastes And Arid Plains,08 The Burning Playa,Firewheel Parade Route,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/04_firewheel_parade_route_map.png,Inn: The Iron Firewheel
03 Western Wastes And Arid Plains,08 The Burning Playa,Night Basin,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/05_night_basin_map.png,Stable: Beast Hitch Night
03 Western Wastes And Arid Plains,08 The Burning Playa,Spark Gate,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/06_spark_gate_map.png,Relic Trader: Heritage Stand Spark
03 Western Wastes And Arid Plains,08 The Burning Playa,Smoke Towers,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/07_smoke_towers_map.png,Mechanic: Repair Dock Smoke
03 Western Wastes And Arid Plains,08 The Burning Playa,Furnace Idol,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/08_furnace_idol_map.png,Blacksmith: Anvil of Furnace; Tailor: Thread & Hem Furnace
03 Western Wastes And Arid Plains,08 The Burning Playa,Saltscar Ridge Lookout,area_maps/sub_locations/03_western_wastes_and_arid_plains/08_the_burning_playa/09_saltscar_ridge_lookout_map.png,Armor Dye Pack Shop: Shadeworks Saltscar; Tailor: Stitchmark Saltscar
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Verse Gate,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/01_verse_gate_map.png,Armor Dye Pack Shop: Dyehouse Verse
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Echo Spiral,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/02_echo_spiral_map.png,Marketplace: Bazaar Lane Echo; Alchemist: Tonic Cellar Echo
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Couplet Court,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/03_couplet_court_map.png,Medic: Field Surgery Couplet
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Meter Walk,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/04_meter_walk_map.png,Relic Trader: Relic Reach Meter; Food Stall: Lantern Kitchen Meter
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Glass Tongue Corridor,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/05_glass_tongue_corridor_map.png,Weapon Skin Shop: Chromaforge Glass
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Stanza Vault,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/06_stanza_vault_map.png,Blacksmith: Smelter of Stanza
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Rhyme Lock Arch,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/07_rhyme_lock_arch_map.png,Inn: The Moonlit Rhyme
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Cadence Well,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/08_cadence_well_map.png,Food Stall: Griddle Row Cadence
03 Western Wastes And Arid Plains,09 The Rhyming Labyrinths,Sonic Canopy,area_maps/sub_locations/03_western_wastes_and_arid_plains/09_the_rhyming_labyrinths/09_sonic_canopy_map.png,Mechanic: Repair Dock Sonic
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Consonant Ridge,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/01_consonant_ridge_map.png,Enchanter: Sigil Loom Consonant; Tailor: Stitchmark Consonant
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Vowel Dunes,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/02_vowel_dunes_map.png,Alchemist: Tonic Cellar Vowel; General Goods: Provisions of Vowel
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Lexicon Flats,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/03_lexicon_flats_map.png,Armor Dye Pack Shop: Shadeworks Lexicon
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Syllable Sink,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/04_syllable_sink_map.png,Weapon Skin Shop: Skinworks Syllable; Relic Trader: Heritage Stand Syllable
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Humming Obelisk,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/05_humming_obelisk_map.png,General Goods: Supply Post Humming; Stable: Beast Hitch Humming
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Accent Basin,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/06_accent_basin_map.png,Tailor: Thread & Hem Accent
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Glyph Mirage,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/07_glyph_mirage_map.png,Inn: The Ember Glyph
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Pronunciation Gate,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/08_pronunciation_gate_map.png,Tailor: Cloak and Cord Pronunciation
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Sonic Dust Storm,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/09_sonic_dust_storm_map.png,Food Stall: Spice Cart Sonic
03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,area_maps/sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum_map.png,Blacksmith: Hammer at Echo; Inn: The Ember Echo
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost_map.png,Armor Dye Pack Shop: Shadeworks Verdant
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges_map.png,Inn: The Iron Canopy
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine_map.png,General Goods: Provisions of Vine; Curio Shop: Echo Trinkets Vine
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing_map.png,Enchanter: Sigil Loom Luminroot; Stable: Surestep Yard Luminroot
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Sanctuary Pools,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/05_sanctuary_pools_map.png,Blacksmith: Smelter of Sanctuary
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Beast Battleground Route,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/06_beast_battleground_route_map.png,Stable: Saddle Gate Beast
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Ranger Outpost: Greenwatch,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/07_ranger_outpost_greenwatch_map.png,Mechanic: Repair Dock Ranger
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Mycelial Commune,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/08_mycelial_commune_map.png,Food Stall: Hotplate Mycelial
04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Titanroot Pass,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/09_titanroot_pass_map.png,Weapon Skin Shop: Skinworks Titanroot
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Echoing Canopy,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/01_echoing_canopy_map.png,Weapon Skin Shop: Skinworks Echoing; Inn: The Green Echoing
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Hushbloom Clearing,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/02_hushbloom_clearing_map.png,Marketplace: Trade Circle Hushbloom
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Listening Stones,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/03_listening_stones_map.png,Relic Trader: Heritage Stand Listening
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Mistbound Pools,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/04_mistbound_pools_map.png,Armor Dye Pack Shop: Shadeworks Mistbound
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Veilwalk Paths,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/05_veilwalk_paths_map.png,Stable: Mount Roost Veilwalk; Weapon Skin Shop: EdgeLacquer Veilwalk
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Scout Perches,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/06_scout_perches_map.png,General Goods: Provisions of Scout; Food Stall: Griddle Row Scout
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Ambush Clearing,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/07_ambush_clearing_map.png,Curio Shop: Curio Niche Ambush
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Hollow Archives,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/08_hollow_archives_map.png,Inn: The Wandering Hollow
04 Eastern Wilds And Ancient Archives,02 The Whispering Glade,Silent Bloom Gate,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/02_the_whispering_glade/09_silent_bloom_gate_map.png,Blacksmith: Hammer at Silent; Enchanter: Arcane Polish Silent
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Vinegate Entrance,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/01_the_vinegate_entrance_map.png,Blacksmith: Smelter of 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Portrait Galleries,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/02_the_portrait_galleries_map.png,Weapon Skin Shop: Chromaforge 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Echo Balcony,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/03_the_echo_balcony_map.png,Relic Trader: Relic Reach 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Pressure-Plate Bridge,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/04_the_pressure_plate_bridge_map.png,Curio Shop: Echo Trinkets ; General Goods: Supply Post 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Collapsed Gallery,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/05_the_collapsed_gallery_map.png,Armor Dye Pack Shop: Pigment Loft ; Curio Shop: Lucky Relics 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Idol Chamber,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/06_the_idol_chamber_map.png,Medic: Mender Post 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Trap-Floor Hall,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/07_the_trap_floor_hall_map.png,Tailor: Needlehouse 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Forgotten Archives,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/08_the_forgotten_archives_map.png,Stable: Mount Roost ; Alchemist: Glassleaf Phials 
04 Eastern Wilds And Ancient Archives,03 The Canopy Portrait Halls,The Spirit Ward Balcony,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/03_the_canopy_portrait_halls/09_the_spirit_ward_balcony_map.png,Inn: The Iron ; Weapon Skin Shop: EdgeLacquer 
04 Eastern Wilds And Ancient Archives,04 The Infinite Archives,The Axiom Gate,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/04_the_infinite_archives/01_the_axiom_gate_map.png,Curio Shop: Curio Niche 
04 Eastern Wilds And Ancient Archives,04 The Infinite Archives,The Index Chamber,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/04_the_infinite_archives/02_the_index_chamber_map.png,Inn: The Moonlit 
04 Eastern Wilds And Ancient Archives,04 The Infinite Archives,The Rotating Stackways,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/04_the_infinite_archives/03_the_rotating_stackways_map.png,Tailor: Cloak and Cord 
04 Eastern Wilds And Ancient Archives,04 The Infinite Archives,The Memory Vaults,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/04_the_infinite_archives/04_the_memory_vaults_map.png,Enchanter: Arcane Polish 
